Ambient Temperature(C): 23.8
Ambient Pressure(in Hg): 
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
58.10	26.10	23.70	41.00	3.90	0.02
58.20	26.10	23.70	41.00	3.90	0.02
58.30	26.10	23.70	40.90	4.40	0.06
58.40	26.30	23.70	41.20	4.20	0.06
58.50	26.30	23.70	41.20	4.20	0.04
58.60	26.10	23.70	41.00	3.80	0.02
58.70	26.10	23.70	40.90	4.20	0.04
58.80	26.30	23.80	41.00	4.10	0.00
58.90	26.20	23.70	41.20	3.90	0.02
59.00	26.30	23.60	41.20	3.80	0.02
59.10	26.30	23.60	41.20	3.90	0.04
59.20	26.10	23.70	41.50	4.20	0.02
59.30	26.10	23.70	40.70	4.10	0.06
59.40	26.10	23.80	40.70	4.10	0.06
59.50	26.10	23.60	41.00	4.10	0.02
59.60	26.10	23.60	40.60	4.10	0.02
59.70	26.10	23.70	41.30	3.80	0.00
59.80	26.20	23.70	41.20	4.10	0.06
59.90	26.30	23.70	40.70	3.90	0.04
60.00	26.30	23.70	40.90	3.90	0.02
60.10	26.20	23.70	41.00	4.10	0.00
60.20	26.20	23.70	41.00	3.80	0.04
60.30	26.10	23.70	41.00	3.80	0.00
60.40	26.10	23.70	40.90	4.40	0.02
60.50	26.10	23.70	40.60	4.10	-0.02
60.60	26.10	23.80	41.20	3.80	0.02
60.70	26.10	23.70	41.30	4.10	0.06
60.80	26.10	23.70	40.70	4.10	0.04
60.90	26.10	23.60	40.70	4.10	0.06
61.00	26.00	23.60	41.00	4.40	0.04
61.10	26.10	23.70	40.60	4.20	0.02
61.20	26.10	23.70	40.60	4.20	0.04
61.30	26.10	23.80	41.30	4.40	0.06
61.40	26.10	23.80	40.90	4.10	0.06
61.50	26.00	23.80	41.00	4.10	0.06
61.60	26.00	23.70	41.00	4.40	0.07
61.70	26.20	23.80	41.00	4.10	0.02
61.80	26.20	23.80	41.20	4.20	-0.02
61.90	26.20	23.60	41.20	4.10	0.02
62.00	26.00	23.70	41.30	4.20	0.02
62.10	26.00	23.70	41.30	4.20	0.07
62.20	26.00	23.80	41.20	4.40	0.02
62.30	26.00	23.70	41.30	3.90	0.06
62.40	26.00	23.70	41.30	3.90	0.06
62.50	26.00	23.70	40.70	4.20	0.04
62.60	26.10	23.70	41.30	4.10	0.06
62.70	26.10	23.70	41.00	4.10	0.07
62.80	25.90	23.80	41.20	3.90	0.02
62.90	26.00	23.70	41.00	3.90	0.02
63.00	26.00	23.70	41.00	3.90	0.07
63.10	26.10	23.80	41.00	4.10	0.02
63.20	25.90	23.70	41.00	3.90	0.04
63.30	25.90	23.70	41.00	4.20	0.06
63.40	26.10	23.90	41.00	4.40	0.02
63.50	26.00	23.80	41.00	3.90	-0.02
63.60	26.00	23.80	41.20	4.40	0.00
63.70	25.80	23.70	41.20	4.20	0.04
63.80	25.90	23.60	40.70	3.90	0.02
63.90	25.90	23.60	40.70	3.90	0.00
64.00	25.90	23.80	40.10	4.10	0.06
64.10	26.00	23.70	41.30	4.20	0.02
64.20	26.00	23.70	41.00	4.20	0.04
64.30	25.90	23.70	41.20	3.90	0.07
64.40	26.00	23.80	40.70	4.20	0.06
64.50	26.00	23.80	40.90	3.80	0.07
64.60	26.00	23.80	40.90	3.80	0.02
64.70	25.90	23.90	41.20	4.20	0.06
64.80	25.90	23.90	41.20	4.20	0.06
64.90	26.00	23.80	40.40	4.10	0.04
65.00	25.90	23.70	40.90	4.10	0.02
65.10	26.10	23.90	40.90	4.10	0.06
65.20	26.10	23.90	40.90	3.80	0.06
65.30	25.90	23.60	41.20	4.10	0.04
65.40	25.90	23.80	41.20	3.90	0.04
65.50	25.90	23.80	41.20	4.10	0.04
65.60	25.80	23.70	41.20	4.20	0.04
65.70	25.80	23.70	41.20	4.20	0.06
65.80	26.00	23.70	40.90	4.20	0.06
65.90	25.80	23.70	40.70	3.80	0.06
66.00	25.80	23.70	41.20	4.10	0.02
66.10	25.80	23.70	41.00	4.40	0.04
66.20	25.90	23.80	40.90	4.10	0.04
66.30	25.80	23.70	40.90	4.10	0.00
66.40	25.80	23.70	40.90	4.10	0.04
66.50	26.00	23.80	41.00	3.90	0.02
66.60	25.80	23.70	41.00	3.90	0.02
66.70	25.80	23.70	41.20	4.40	0.04
66.80	26.10	23.80	41.00	4.10	-0.02
66.90	25.60	23.70	40.70	4.20	-0.02
67.00	25.60	23.70	40.70	4.70	0.02
67.10	25.90	23.70	41.00	4.10	0.06
67.20	25.70	23.60	41.20	4.10	0.04
67.30	25.70	23.60	41.00	3.90	0.06
67.40	25.90	23.80	41.00	3.90	0.02
67.50	25.70	23.80	40.90	4.10	0.02
67.60	25.90	23.70	40.90	3.80	0.02
67.70	25.90	23.70	40.90	4.20	0.06
67.80	25.80	23.80	41.20	4.20	0.02
67.90	26.00	23.80	40.90	3.90	0.06
68.00	26.00	23.80	41.00	3.90	0.04
68.10	25.80	23.70	41.20	4.10	0.02
68.20	25.80	23.70	41.00	4.10	0.02
68.30	25.80	23.70	41.00	4.10	0.02
68.40	25.70	23.70	41.00	4.20	0.06
68.50	25.80	23.90	41.00	4.50	0.06
68.60	25.80	23.90	41.30	3.80	0.06
68.70	25.80	23.70	40.90	4.20	0.04
68.80	25.80	23.70	40.90	4.20	0.02
68.90	25.80	23.70	41.00	3.90	0.02
69.00	25.80	23.70	40.90	3.60	0.06
69.10	25.80	23.80	40.40	4.20	0.00
69.20	25.80	23.80	40.40	4.20	0.02
69.30	25.90	23.70	40.40	4.10	0.02
69.40	25.70	23.80	41.00	4.20	0.04
69.50	25.80	23.80	41.20	3.90	0.06
69.60	25.80	23.80	40.70	4.20	0.06
69.70	25.60	23.70	41.20	3.60	0.06
69.80	25.60	23.70	40.60	3.90	0.04
69.90	25.80	23.80	40.70	4.20	0.06
70.00	25.70	23.70	41.30	4.20	0.02
70.10	25.70	23.70	41.30	4.20	0.04
70.20	25.60	23.70	41.00	4.10	0.02
70.30	25.70	23.70	40.90	3.90	0.00
70.40	25.70	23.70	40.70	3.80	0.02
70.50	25.60	23.70	41.20	4.20	0.00
70.60	25.70	23.80	41.20	4.20	0.04
70.70	25.70	23.80	40.90	4.10	0.04
70.80	25.80	23.80	41.00	3.80	0.04
70.90	25.70	23.80	41.30	3.90	0.07
71.00	25.70	23.80	41.30	3.90	0.02
71.10	25.70	23.80	40.70	4.20	0.02
71.20	25.80	23.80	41.20	3.80	0.02
71.30	25.70	23.80	40.90	4.20	0.06
71.40	25.70	23.80	41.00	4.10	0.04
71.50	25.60	23.80	40.90	3.80	0.02
71.60	25.60	23.70	41.00	4.20	0.02
71.70	25.60	23.70	41.00	4.20	0.02
71.80	25.60	23.70	41.20	4.10	0.02
71.90	25.70	23.70	41.20	4.10	0.04
72.00	25.80	23.80	41.30	4.40	0.02
72.10	25.80	23.80	41.00	4.10	0.02
72.20	25.70	23.80	41.20	3.20	0.06
72.30	25.70	23.80	41.00	3.80	0.06
72.40	25.60	23.60	41.20	3.00	0.06
72.50	25.60	23.70	41.50	4.20	0.02
72.60	25.60	23.70	41.20	4.10	0.06
72.70	25.70	23.80	41.20	4.10	0.02
72.80	25.70	23.70	41.00	4.40	0.02
72.90	25.70	23.70	41.60	3.90	0.00
73.00	25.70	23.80	41.30	4.20	0.04
73.10	25.70	23.80	41.30	4.10	0.04
73.20	25.70	23.80	41.20	4.40	0.06
73.30	25.70	23.90	41.30	4.40	0.06
73.40	25.70	23.90	40.90	3.90	0.06
73.50	25.70	23.90	41.20	3.80	0.02
73.60	25.70	23.70	41.20	3.80	0.06
73.70	25.70	23.70	40.90	4.10	0.06
73.80	25.50	23.70	41.00	4.20	0.04
73.90	25.60	23.80	41.20	4.20	0.06
74.00	25.60	23.80	41.20	4.20	0.07
74.10	25.60	23.80	40.60	4.40	0.06
74.20	25.80	23.80	40.90	4.40	0.07
74.30	25.80	23.80	40.90	3.80	0.06
74.40	25.60	23.80	41.60	3.80	0.06
74.50	25.50	23.70	41.60	3.80	0.06
74.60	25.50	23.70	41.30	4.20	0.04
74.70	25.50	23.80	40.90	4.20	0.06
74.80	25.70	23.90	40.90	4.10	0.02
74.90	25.70	23.90	40.90	4.10	0.02
75.00	25.60	23.80	40.70	4.10	0.02
75.10	25.60	23.80	40.90	3.80	0.06
75.20	25.50	23.70	41.00	4.10	-0.02
75.30	25.60	23.80	41.00	4.40	0.02
75.40	25.60	23.80	41.00	4.40	0.04
75.50	25.60	23.60	41.30	3.90	0.04
75.60	25.60	23.80	41.00	4.20	0.02
75.70	25.60	23.80	41.00	4.10	0.02
75.80	25.70	23.80	40.90	4.10	0.00
75.90	25.60	23.70	41.20	4.50	0.06
76.00	25.40	23.70	41.20	4.20	0.02
76.10	25.40	23.70	41.20	3.80	0.02
76.20	25.50	23.80	41.00	4.20	0.06
76.30	25.50	23.80	41.00	4.20	0.06
76.40	25.50	23.80	41.20	3.90	0.06
76.50	25.60	23.80	41.00	4.20	0.02
76.60	25.40	23.70	41.00	3.80	0.06
76.70	25.40	23.70	41.00	3.90	0.00
76.80	25.50	23.70	40.90	3.90	0.02
76.90	25.40	23.70	41.20	4.10	0.02
77.00	25.40	23.70	41.30	4.10	0.04
77.10	25.50	23.80	41.20	4.10	0.02
77.20	25.50	23.70	41.20	4.10	0.06
77.30	25.50	23.70	41.20	4.50	0.02
77.40	25.80	23.90	41.20	4.10	0.02
77.50	25.70	23.80	41.00	4.10	0.02
77.60	25.70	23.80	40.70	4.10	0.02
77.70	25.40	23.70	40.90	4.10	-0.02
77.80	25.40	23.70	41.30	4.10	0.00
77.90	25.40	23.70	41.00	3.90	0.02
78.00	25.70	23.80	41.00	3.90	0.00
78.10	25.40	23.80	41.00	4.20	0.02
78.20	25.40	23.80	41.20	4.20	0.02
78.30	25.50	23.80	39.60	4.20	0.02
78.40	25.70	23.80	41.50	4.20	0.02
78.50	25.70	23.80	41.20	4.10	0.02
78.60	25.50	23.80	41.30	3.80	0.02
78.70	25.50	23.80	40.90	4.10	-0.02
78.80	25.50	23.80	40.90	4.20	0.00
78.90	25.60	23.90	40.90	4.20	0.02
79.00	25.50	23.70	41.00	3.90	0.02
79.10	25.50	23.70	40.90	4.20	0.00
79.20	25.40	23.80	40.40	3.60	0.02
79.30	25.40	23.80	41.00	3.90	0.02
79.40	25.40	23.80	41.00	4.10	0.02
79.50	25.50	23.90	41.20	4.20	0.02
79.60	25.50	23.90	41.00	4.20	0.04
79.70	25.60	23.80	41.20	3.30	0.02
79.80	25.50	23.70	41.20	3.30	0.02
79.90	25.50	23.70	41.00	3.90	0.00
80.00	25.60	23.90	41.20	4.40	0.04
80.10	25.50	23.80	40.70	4.50	0.02
80.20	25.50	23.80	40.60	4.20	0.04
80.30	25.30	23.80	41.00	4.20	0.04
80.40	25.50	23.70	41.00	4.40	-0.02
80.50	25.50	23.70	41.50	4.20	0.04
80.60	25.40	23.80	40.90	4.10	0.02
80.70	25.60	23.80	41.20	4.10	0.02
80.80	25.60	23.80	40.70	3.80	0.02
80.90	25.50	23.80	41.30	4.10	0.06
81.00	25.50	23.90	41.00	4.10	0.06
81.10	25.50	23.90	41.50	4.10	0.02
81.20	25.40	23.80	40.90	4.10	0.02
81.30	25.50	23.80	41.00	4.40	0.02
81.40	25.50	23.80	41.00	4.10	0.02
81.50	25.40	23.90	41.20	4.10	0.04
81.60	25.40	23.90	41.20	4.10	0.00
81.70	25.50	23.90	41.20	3.80	0.02
81.80	25.40	23.80	41.30	4.10	0.00
81.90	25.50	23.80	41.20	4.40	0.04
82.00	25.50	23.80	41.20	4.20	0.04
82.10	25.40	23.80	41.60	3.60	0.06
82.20	25.50	23.90	41.00	3.90	0.02
82.30	25.50	23.90	41.30	4.20	0.04
82.40	25.60	23.80	41.00	4.40	0.02
82.50	25.60	23.80	41.80	4.20	0.02
82.60	25.60	23.80	41.00	2.70	0.04
82.70	25.30	23.70	41.00	4.10	0.02
82.80	25.50	23.80	41.00	4.20	0.00
82.90	25.50	23.80	40.70	4.10	0.02
83.00	25.50	23.80	40.90	4.10	0.02
83.10	25.50	23.80	41.20	4.50	0.04
83.20	25.50	23.80	40.90	3.80	0.06
83.30	25.50	23.90	40.90	4.10	0.02
83.40	25.40	23.80	40.90	4.10	0.06
83.50	25.40	23.80	41.20	4.10	0.00
83.60	25.40	23.80	41.00	4.10	0.04
83.70	25.50	23.80	41.00	4.10	0.02
83.80	25.30	23.70	40.90	3.90	0.04
83.90	25.30	23.70	40.90	3.80	0.00
84.00	25.40	23.80	41.30	4.40	0.02
84.10	25.40	23.80	40.90	3.90	0.04
84.20	25.50	23.80	41.00	3.90	0.02
84.30	25.60	23.80	41.00	3.90	0.02
84.40	25.40	23.80	40.10	4.20	0.04
84.50	25.40	23.80	40.90	4.10	0.06
84.60	25.40	23.70	40.00	3.90	0.00
84.70	25.40	23.80	40.70	3.50	0.04
84.80	25.40	23.80	40.90	4.50	0.02
84.90	25.40	23.80	41.00	3.80	0.00
85.00	25.40	23.80	41.00	4.10	0.02
85.10	25.50	23.80	41.00	4.10	0.02
85.20	25.60	23.70	41.00	4.10	0.00
85.30	25.60	23.70	40.90	4.20	-0.02
85.40	25.50	23.80	40.90	3.60	0.02
85.50	25.30	23.70	40.60	4.50	0.02
85.60	25.40	23.90	40.70	4.20	0.02
85.70	25.40	23.90	41.20	4.20	-0.02
85.80	25.40	23.80	40.70	4.20	0.04
85.90	25.40	23.80	41.00	3.90	0.06
86.00	25.40	23.90	40.60	4.40	0.02
86.10	25.40	23.70	40.60	4.40	0.02
86.20	25.40	23.70	41.30	4.20	0.02
86.30	25.40	23.80	41.30	4.20	0.06
86.40	25.50	23.90	41.00	4.20	0.04
86.50	25.50	23.90	41.20	4.20	0.02
86.60	25.30	23.90	41.30	4.40	0.02
86.70	25.40	23.80	41.00	3.60	0.06
86.80	25.40	23.80	41.00	3.90	0.04
86.90	25.60	23.90	41.00	4.10	0.04
87.00	25.40	23.80	41.00	4.10	0.02
87.10	25.50	23.70	40.90	3.90	0.06
87.20	25.50	23.70	40.90	4.40	0.04
87.30	25.30	23.70	41.20	4.40	0.06
87.40	25.40	23.80	41.30	3.90	0.07
87.50	25.40	23.80	41.30	4.20	0.04
87.60	25.40	23.70	41.00	3.60	-0.02
87.70	25.30	23.70	41.20	4.40	0.02
87.80	25.30	23.70	41.50	3.90	0.02
