Ambient Temperature(C): 23.8
Ambient Pressure(in Hg): 
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
288.20	24.60	24.90	36.40	5.00	0.00
288.30	24.70	24.90	36.70	5.00	0.00
288.40	24.70	24.90	36.40	5.30	0.00
288.50	24.50	24.80	36.40	5.30	0.00
288.60	24.40	24.70	36.10	4.80	0.00
288.70	24.40	24.70	36.10	5.30	0.00
288.80	24.50	24.70	36.30	5.50	0.00
288.90	24.50	24.90	36.30	5.50	0.00
289.00	24.50	24.90	36.40	5.00	0.00
289.10	24.40	24.80	36.60	5.30	0.00
289.20	24.40	24.90	36.30	5.60	0.00
289.30	24.40	24.90	36.10	5.50	0.00
289.40	24.70	24.90	36.40	5.30	0.00
289.50	24.30	24.80	36.00	5.30	0.00
289.60	24.30	24.80	36.10	5.20	0.00
289.70	24.40	24.90	36.30	5.00	0.00
289.80	24.40	24.90	36.10	5.30	0.00
289.90	24.40	25.00	36.40	5.50	0.00
290.00	24.50	24.90	36.40	5.50	0.00
290.10	24.50	24.90	36.00	5.30	0.00
290.20	24.50	24.80	36.00	5.30	0.00
290.30	24.50	24.80	36.60	5.30	0.00
290.40	24.50	24.80	36.60	5.60	0.00
290.50	24.40	24.70	36.10	5.00	0.00
290.60	24.60	24.90	36.10	5.30	0.00
290.70	24.60	24.90	36.30	5.50	0.00
290.80	24.50	24.80	36.00	5.30	0.00
290.90	24.60	24.90	35.80	5.60	0.00
291.00	24.60	24.90	36.10	5.80	0.00
291.10	24.20	24.80	36.10	5.80	0.00
291.20	24.20	24.80	36.00	5.50	0.00
291.30	24.40	24.90	36.10	5.20	0.00
291.40	24.30	24.80	36.30	5.50	0.00
291.50	24.30	24.80	36.30	5.30	0.00
291.60	24.40	25.00	36.40	5.60	0.00
291.70	24.30	24.90	36.40	5.30	0.00
291.80	24.30	24.90	36.00	5.30	0.00
291.90	24.60	24.90	35.80	5.50	0.00
292.00	24.40	24.90	35.80	5.50	0.00
292.10	24.40	24.90	36.40	5.20	0.00
292.20	24.40	24.80	36.40	5.50	0.00
292.30	24.60	24.90	36.30	4.40	0.00
292.40	24.50	24.80	35.60	5.50	0.00
292.50	24.50	24.80	36.00	5.30	0.00
292.60	24.50	24.90	35.80	5.20	0.00
292.70	24.40	24.90	36.00	5.50	0.00
292.80	24.40	24.90	36.40	5.60	0.00
292.90	24.50	24.90	36.40	5.60	0.00
293.00	24.50	24.90	36.30	5.20	0.00
293.10	24.60	24.80	36.00	5.50	0.00
293.20	24.60	25.00	36.10	5.50	0.00
293.30	24.50	24.90	36.10	5.30	0.00
293.40	24.50	24.90	36.30	5.30	0.00
293.50	24.50	25.00	36.00	5.50	0.00
293.60	24.50	25.00	36.30	5.00	0.00
293.70	24.50	25.00	36.10	5.30	0.00
293.80	24.50	24.90	36.10	5.30	0.00
293.90	24.50	24.90	35.60	5.60	0.00
294.00	24.40	25.00	36.00	5.60	0.00
294.10	24.30	24.80	36.30	5.60	0.00
294.20	24.50	25.00	36.30	5.80	0.00
294.30	24.50	25.00	36.30	5.50	0.00
294.40	24.50	24.90	36.30	5.60	0.00
294.50	24.60	24.90	35.80	5.80	0.00
294.60	24.60	24.90	36.30	5.80	0.00
294.70	24.60	24.90	36.30	5.80	0.00
294.80	24.50	24.90	36.00	5.30	0.00
294.90	24.50	24.90	36.10	5.50	0.00
295.00	24.50	25.00	36.30	5.90	0.00
295.10	24.60	24.90	35.60	5.50	0.00
295.20	24.60	24.90	36.10	5.80	0.00
295.30	24.40	25.00	35.80	5.50	0.00
295.40	24.30	24.90	36.10	5.30	0.00
295.50	24.30	24.90	36.30	5.80	0.00
295.60	24.50	24.90	36.30	5.80	0.00
295.70	24.50	24.90	36.10	5.50	0.00
295.80	24.40	24.90	35.60	5.60	0.00
295.90	24.50	25.00	36.10	5.50	0.00
296.00	24.50	24.90	35.50	5.80	0.00
296.10	24.50	24.90	36.00	5.60	0.00
296.20	24.40	24.90	36.30	5.80	0.00
296.30	24.40	24.90	36.40	5.60	0.00
296.40	24.40	24.90	36.00	5.30	0.00
296.50	24.50	25.00	36.00	5.30	0.00
296.60	24.50	25.00	35.80	5.80	0.00
296.70	24.50	24.90	36.10	5.60	0.00
296.80	24.50	24.90	36.30	5.80	0.00
296.90	24.50	25.10	36.10	5.90	0.00
297.00	24.50	25.10	35.80	5.50	0.00
297.10	24.60	25.00	35.60	5.80	0.00
297.20	24.50	25.00	36.00	5.80	0.00
297.30	24.50	25.00	36.00	5.20	0.00
297.40	24.40	25.00	36.00	5.20	0.00
297.50	24.40	25.00	36.10	6.10	0.00
297.60	24.30	24.80	36.00	5.60	0.00
297.70	24.40	24.80	36.10	5.80	0.00
297.80	24.40	24.80	36.10	5.50	0.00
297.90	24.50	25.00	36.00	5.60	0.00
298.00	24.60	25.00	35.80	5.50	0.00
298.10	24.60	25.00	36.00	5.80	0.00
298.20	24.50	24.90	36.40	5.60	0.00
298.30	24.50	24.90	36.40	5.60	0.00
298.40	24.50	24.90	36.00	5.80	0.00
298.50	24.50	25.00	35.60	5.50	0.00
298.60	24.60	24.90	36.30	5.60	0.00
298.70	24.60	24.90	36.40	6.10	0.00
298.80	24.60	24.90	35.60	5.60	0.00
298.90	24.30	24.90	36.00	5.80	0.00
299.00	24.30	24.90	36.10	5.50	0.00
299.10	24.30	24.80	35.60	5.80	0.00
299.20	24.40	24.80	35.60	5.80	0.00
299.30	24.40	24.80	35.80	5.30	0.00
299.40	24.60	24.90	35.60	5.80	0.00
299.50	24.50	25.00	35.60	5.50	0.00
299.60	24.50	25.00	35.80	5.60	0.00
299.70	24.50	25.10	36.10	5.90	0.00
299.80	24.50	25.00	36.00	6.10	0.00
299.90	24.50	25.00	36.00	5.50	0.00
300.00	24.50	25.00	35.80	5.90	0.00
300.10	24.50	24.90	35.80	5.90	0.00
300.20	24.50	24.90	35.80	5.80	0.00
300.30	24.40	24.90	35.60	6.10	0.00
300.40	24.30	25.00	35.80	5.90	0.00
300.50	24.70	25.10	36.10	5.90	0.00
300.60	24.70	25.10	36.30	5.80	0.00
300.70	24.60	25.00	36.00	6.10	0.00
300.80	24.60	25.00	35.80	5.90	0.00
300.90	24.40	24.90	35.60	6.10	0.00
301.00	24.50	25.10	35.60	6.10	0.00
301.10	24.50	25.10	35.80	5.90	0.00
301.20	24.50	25.00	36.10	6.50	0.00
301.30	24.50	25.00	35.80	5.80	0.00
301.40	24.50	25.00	35.30	6.20	0.00
301.50	24.40	24.90	35.80	5.80	0.00
301.60	24.40	24.90	35.60	6.10	0.00
301.70	24.50	25.00	36.10	6.20	0.00
301.80	24.40	24.90	36.00	5.90	0.00
301.90	24.40	24.90	36.00	5.90	0.00
302.00	24.30	24.90	35.80	5.60	0.00
302.10	24.60	25.00	36.10	5.90	0.00
302.20	24.60	25.10	36.00	6.10	0.00
302.30	24.60	25.10	36.00	5.80	0.00
302.40	24.50	25.00	35.50	5.90	0.00
302.50	24.50	25.00	36.10	6.10	0.00
302.60	24.50	25.00	36.30	5.80	0.00
302.70	24.50	25.10	35.80	5.80	0.00
302.80	24.50	25.10	36.00	5.90	0.00
302.90	24.20	24.80	36.00	5.90	0.00
303.00	24.40	25.00	36.00	5.90	0.00
303.10	24.40	25.00	35.60	6.10	0.00
303.20	24.60	25.00	36.00	6.10	0.00
303.30	24.70	25.10	35.50	5.80	0.00
303.40	24.70	25.10	35.60	6.10	0.00
303.50	24.60	25.00	35.80	6.10	0.00
303.60	24.70	24.90	35.80	6.10	0.00
303.70	24.70	24.90	35.50	5.90	0.00
303.80	24.60	25.10	36.10	6.10	0.00
303.90	24.50	24.90	35.80	5.90	0.00
304.00	24.50	24.90	35.80	5.80	0.00
304.10	24.30	25.10	35.50	5.80	0.00
304.20	24.50	25.00	36.10	6.40	0.00
304.30	24.50	25.00	35.80	6.20	0.00
304.40	24.50	25.00	35.80	6.10	0.00
304.50	24.60	25.00	35.80	6.10	0.00
304.60	24.60	25.00	35.60	5.90	0.00
304.70	24.60	25.10	35.80	6.10	0.00
304.80	24.60	25.10	35.50	6.20	0.00
304.90	24.60	25.00	35.80	5.90	0.00
305.00	24.50	25.00	35.30	6.10	0.00
305.10	24.50	25.00	35.80	6.20	0.00
305.20	24.50	25.00	35.80	5.90	0.00
305.30	24.50	25.00	35.50	5.90	0.00
305.40	24.50	25.00	35.50	5.90	0.00
305.50	24.50	25.10	35.50	6.40	0.00
305.60	24.50	25.10	36.00	6.40	0.00
305.70	24.40	25.10	35.60	6.10	0.00
305.80	24.60	25.00	35.30	6.40	0.00
305.90	24.60	25.00	36.00	5.90	0.00
306.00	24.50	25.00	35.80	6.40	0.00
306.10	24.70	25.20	35.60	6.40	0.00
306.20	24.70	25.20	35.30	6.50	0.00
306.30	24.40	25.10	35.30	6.50	0.00
306.40	24.40	25.10	35.50	6.20	0.00
306.50	24.50	25.10	35.60	6.10	0.00
306.60	24.60	25.10	35.80	5.50	0.00
306.70	24.50	25.10	35.60	6.40	0.00
306.80	24.50	25.10	36.00	5.80	0.00
306.90	24.50	25.00	35.60	6.10	0.00
307.00	24.60	25.00	35.60	6.50	0.00
307.10	24.60	25.00	35.80	6.40	0.00
307.20	24.60	25.10	35.80	6.40	0.00
307.30	24.60	25.10	36.10	6.10	0.00
307.40	24.50	25.10	35.50	6.40	0.00
307.50	24.50	25.10	35.60	6.20	0.00
307.60	24.50	25.10	35.80	6.40	0.00
307.70	24.40	25.00	35.60	6.20	0.00
307.80	24.40	25.00	35.80	5.20	0.00
307.90	24.40	25.00	35.50	6.20	0.00
308.00	24.50	25.00	35.80	6.40	0.00
308.10	24.50	25.20	35.80	6.40	0.00
308.20	24.50	25.20	35.80	6.10	0.00
308.30	24.50	25.00	35.60	6.40	0.00
308.40	24.50	25.00	35.30	5.90	0.00
308.50	24.50	25.00	35.60	6.40	0.00
308.60	24.60	25.10	35.50	6.70	0.00
308.70	24.50	24.90	35.60	6.20	0.00
308.80	24.50	24.90	35.60	6.40	0.00
308.90	24.50	25.20	35.80	6.50	0.00
309.00	24.50	25.10	35.80	6.50	0.00
309.10	24.50	25.10	35.80	6.10	0.00
309.20	24.40	25.10	35.20	6.50	0.00
309.30	24.50	25.10	35.60	6.20	0.00
309.40	24.50	25.00	35.60	6.40	0.00
309.50	24.50	25.00	35.60	6.50	0.00
309.60	24.50	25.00	35.60	6.40	0.00
309.70	24.60	25.10	35.30	6.40	0.00
309.80	24.60	25.10	35.30	6.10	0.00
309.90	24.60	25.20	35.30	6.10	0.00
310.00	24.60	25.20	35.60	6.10	0.00
310.10	24.60	25.20	34.70	6.50	0.00
310.20	24.50	25.20	35.60	6.10	0.00
310.30	24.60	25.20	35.80	6.10	0.00
310.40	24.60	25.20	35.50	6.40	0.00
310.50	24.60	25.10	35.50	6.20	0.00
310.60	24.40	25.00	35.30	6.10	0.00
310.70	24.40	25.00	36.00	6.80	0.00
310.80	24.60	25.10	36.00	6.80	0.00
310.90	24.60	25.10	35.60	6.70	0.00
311.00	24.60	25.10	35.30	6.40	0.00
311.10	24.60	25.20	35.50	6.50	0.00
311.20	24.50	25.20	35.30	6.50	0.00
311.30	24.50	25.20	35.60	6.40	0.00
311.40	24.40	25.00	35.50	6.70	0.00
311.50	24.50	25.10	35.50	6.40	0.00
311.60	24.50	25.10	35.60	6.50	0.00
311.70	24.30	25.10	35.60	6.50	0.00
311.80	24.80	25.30	35.60	6.50	0.00
311.90	24.80	25.30	35.80	6.70	0.00
312.00	24.50	25.10	35.60	6.50	0.00
312.10	24.30	25.10	35.30	6.20	0.00
312.20	24.30	25.10	35.30	6.50	0.00
312.30	24.40	25.10	35.50	6.80	0.00
312.40	24.50	25.10	35.30	6.40	0.00
312.50	24.50	25.10	35.30	6.50	0.00
312.60	24.60	25.20	35.30	6.50	0.00
312.70	24.50	25.10	35.60	6.50	0.00
312.80	24.50	25.10	35.80	6.70	0.00
312.90	24.50	25.10	35.50	6.10	0.00
313.00	24.50	25.20	35.30	6.70	0.00
313.10	24.50	25.20	35.30	6.50	0.00
313.20	24.50	25.20	35.60	6.70	0.00
313.30	24.50	25.10	35.20	6.40	0.00
313.40	24.50	25.10	35.30	6.50	0.00
313.50	24.60	25.20	35.30	6.50	0.00
313.60	24.50	25.00	35.80	6.40	0.00
313.70	24.60	25.20	35.30	6.80	0.00
313.80	24.60	25.20	35.30	6.70	0.00
313.90	24.60	25.10	35.60	6.70	0.00
314.00	24.60	25.10	35.60	6.50	0.00
314.10	24.40	25.10	35.50	6.40	0.00
314.20	24.50	25.10	35.20	6.80	0.00
314.30	24.50	25.10	35.20	6.70	0.00
314.40	24.50	25.10	35.20	6.70	0.00
314.50	24.60	25.20	35.80	6.80	0.00
314.60	24.60	25.20	35.50	6.70	0.00
314.70	24.50	25.10	35.30	6.80	0.00
314.80	24.40	25.10	35.60	6.20	0.00
314.90	24.40	25.10	35.30	6.80	0.00
315.00	24.50	25.10	35.80	6.70	0.00
315.10	24.50	25.00	35.30	6.40	0.00
315.20	24.50	25.00	35.50	6.40	0.00
315.30	24.50	25.20	35.50	6.40	0.00
315.40	24.60	25.10	35.30	6.70	0.00
315.50	24.60	25.10	35.50	6.50	0.00
315.60	24.70	25.20	35.80	6.50	0.00
315.70	24.50	25.10	35.50	6.50	0.00
315.80	24.50	25.20	35.30	6.40	0.00
315.90	24.50	25.20	35.30	6.80	0.00
316.00	24.40	25.20	35.00	6.80	0.00
316.10	24.30	25.00	35.00	6.80	0.00
316.20	24.30	25.00	35.80	6.80	0.00
316.30	24.50	25.20	35.60	5.30	0.00
316.40	24.30	25.20	35.50	6.80	0.00
316.50	24.30	25.20	35.20	6.80	0.00
316.60	24.70	25.20	35.80	6.80	0.00
316.70	24.60	25.10	35.50	6.80	0.00
316.80	24.60	25.10	35.50	6.80	0.00
316.90	24.30	25.10	35.20	7.00	0.00
317.00	24.50	25.10	35.20	7.00	0.00
317.10	24.50	25.10	35.30	7.00	0.00
317.20	24.50	25.10	35.00	6.80	0.00
317.30	24.50	25.10	35.00	6.80	0.00
317.40	24.50	25.20	35.80	7.00	0.00
317.50	24.70	25.20	35.30	6.80	0.00
317.60	24.30	25.10	35.50	7.00	0.00
317.70	24.30	25.10	35.30	7.00	0.00
317.80	24.60	25.10	35.20	7.20	0.00
317.90	24.60	25.20	35.20	7.20	0.00
318.00	24.60	25.20	35.20	6.80	0.00
318.10	24.60	25.20	34.90	7.20	0.00
318.20	24.50	25.10	35.20	6.40	0.00
318.30	24.50	25.10	35.20	7.00	0.00
318.40	24.60	25.20	35.00	7.00	0.00
318.50	24.40	25.10	35.30	7.00	0.00
318.60	24.40	25.10	35.50	6.40	0.00
318.70	24.60	25.10	34.90	6.50	0.00
318.80	24.50	25.10	34.90	6.50	0.00
318.90	24.50	25.10	35.50	7.00	0.00
319.00	24.40	25.10	35.30	6.80	0.00
319.10	24.40	25.10	35.30	6.80	0.00
319.20	24.60	25.20	35.30	7.20	0.00
319.30	24.60	25.20	35.20	6.70	0.00
319.40	24.60	25.20	34.90	7.30	0.00
319.50	24.60	25.20	34.90	7.00	0.00
319.60	24.50	25.10	35.30	7.30	0.00
319.70	24.50	25.10	35.30	7.30	0.00
319.80	24.40	25.10	35.30	6.80	0.00
319.90	24.70	25.20	35.50	5.90	0.00
320.00	24.70	25.20	35.30	7.20	0.00
320.10	24.40	25.10	35.00	7.60	0.00
320.20	24.40	25.10	35.00	6.80	0.00
320.30	24.40	25.10	34.60	7.20	0.00
320.40	24.40	25.10	35.50	6.80	0.00
320.50	24.50	25.10	35.30	6.80	0.00
320.60	24.50	25.10	35.30	6.80	0.00
320.70	24.50	25.10	35.00	7.00	0.00
320.80	24.40	25.10	35.00	6.70	0.00
320.90	24.40	25.10	35.20	7.00	0.00
321.00	24.40	25.10	35.00	6.70	0.00
321.10	24.40	25.20	35.30	6.80	0.00
321.20	24.50	25.20	35.30	7.00	0.00
321.30	24.50	25.20	34.70	6.80	0.00
321.40	24.50	25.10	34.70	6.80	0.00
321.50	24.60	25.30	35.30	7.20	0.00
321.60	24.60	25.30	35.00	7.30	0.00
321.70	24.50	25.20	35.00	6.70	0.00
321.80	24.50	25.20	35.50	7.20	0.00
321.90	24.50	25.20	34.90	7.20	0.00
322.00	24.50	25.20	35.20	7.30	0.00
322.10	24.50	25.20	35.30	7.00	0.00
322.20	24.60	25.20	35.30	7.00	0.00
322.30	24.50	25.20	35.30	7.00	0.00
322.40	24.50	25.20	35.50	5.90	0.00
322.50	24.50	25.20	35.20	7.30	0.00
322.60	24.50	25.20	35.00	6.80	0.00
322.70	24.50	25.20	35.30	7.30	0.00
322.80	24.40	25.10	35.20	7.20	0.00
322.90	24.40	25.10	34.90	7.00	0.00
323.00	24.60	25.20	35.20	7.00	0.00
323.10	24.50	25.10	35.20	6.80	0.00
323.20	24.50	25.10	35.20	6.80	0.00
323.30	24.60	25.20	35.20	7.30	0.00
323.40	24.50	25.30	35.00	7.20	0.00
323.50	24.50	25.30	35.30	7.30	0.00
323.60	24.60	25.20	35.20	7.30	0.00
323.70	24.60	25.30	35.00	7.00	0.00
323.80	24.60	25.30	35.00	7.20	0.00
323.90	24.40	25.20	35.20	7.20	0.00
324.00	24.50	25.30	35.50	7.60	0.00
324.10	24.50	25.30	35.50	7.60	0.00
324.20	24.40	25.20	35.00	7.20	0.00
324.30	24.30	25.20	35.20	7.20	0.00
324.40	24.30	25.20	35.00	7.30	0.00
324.50	24.30	25.10	35.20	7.30	0.00
324.60	24.50	25.30	35.00	7.20	0.00
324.70	24.50	25.30	35.20	7.00	0.00
324.80	24.50	25.30	35.20	7.20	0.00
324.90	24.40	25.10	35.20	7.20	0.00
325.00	24.40	25.10	35.20	7.20	0.00
325.10	24.50	25.20	34.70	7.00	0.00
325.20	24.50	25.10	35.20	7.00	0.00
325.30	24.50	25.10	35.00	7.30	0.00
325.40	24.30	25.20	35.20	7.50	0.00
325.50	24.30	25.20	35.00	7.00	0.00
325.60	24.50	25.20	35.00	7.30	0.00
325.70	24.50	25.10	35.00	7.30	0.00
325.80	24.50	25.10	35.50	7.50	0.00
325.90	24.50	25.20	35.50	7.50	0.00
326.00	24.60	25.20	35.30	7.50	0.00
326.10	24.60	25.20	35.20	7.30	0.00
326.20	24.60	25.30	35.30	7.60	0.00
326.30	24.40	25.30	34.90	7.20	0.00
326.40	24.40	25.30	34.90	7.00	0.00
326.50	24.50	25.20	35.00	7.30	0.00
326.60	24.60	25.20	34.90	7.50	0.00
326.70	24.60	25.20	35.20	7.30	0.00
326.80	24.50	25.30	35.20	7.30	0.00
326.90	24.70	25.30	34.90	7.00	0.00
327.00	24.70	25.30	35.00	7.50	0.00
327.10	24.60	25.40	35.20	7.50	0.00
327.20	24.60	25.40	35.30	7.00	0.00
327.30	24.60	25.30	35.00	7.00	0.00
327.40	24.50	25.30	34.70	7.50	0.00
327.50	24.50	25.30	35.20	7.20	0.00
327.60	24.70	25.30	35.00	7.50	0.00
327.70	24.50	25.20	35.00	7.50	0.00
327.80	24.50	25.20	34.90	7.80	0.00
327.90	24.50	25.30	35.60	7.30	0.00
328.00	24.50	25.20	35.00	7.50	0.00
328.10	24.50	25.20	35.20	7.30	0.00
328.20	24.40	25.30	35.00	7.50	0.00
328.30	24.40	25.30	35.20	7.30	0.00
328.40	24.50	25.20	35.30	7.30	0.00
328.50	24.50	25.20	35.30	7.30	0.00
328.60	24.50	25.40	35.00	7.50	0.00
328.70	24.50	25.40	35.50	7.60	0.00
328.80	24.40	25.20	35.20	7.50	0.00
328.90	24.40	25.10	35.00	7.30	0.00
329.00	24.40	25.10	35.20	7.60	0.00
329.10	24.60	25.40	35.20	7.50	0.00
329.20	24.60	25.40	35.30	7.20	0.00
329.30	24.40	25.40	35.00	7.20	0.00
329.40	24.50	25.20	35.00	7.20	0.00
329.50	24.50	25.20	34.90	7.30	0.00
329.60	24.60	25.30	34.70	7.30	0.00
329.70	24.50	25.30	34.90	7.20	0.00
329.80	24.50	25.30	34.70	7.30	0.00
329.90	24.40	25.20	35.30	7.60	0.00
330.00	24.40	25.30	34.90	7.50	0.00
330.10	24.40	25.30	34.90	7.50	0.00
330.20	24.50	25.30	34.60	7.00	0.00
330.30	24.50	25.30	34.60	7.00	0.00
330.40	24.70	25.40	35.00	7.50	0.00
330.50	24.70	25.40	35.20	6.80	0.00
330.60	24.50	25.30	35.00	7.80	0.00
330.70	24.50	25.20	34.90	7.60	0.00
330.80	24.50	25.20	34.90	7.30	0.00
330.90	24.50	25.40	34.90	7.80	0.00
331.00	24.50	25.40	34.90	7.50	0.00
331.10	24.50	25.30	34.90	7.50	0.00
331.20	24.50	25.40	34.90	7.50	0.00
331.30	24.50	25.40	35.20	8.10	0.00
331.40	24.50	25.30	34.70	7.00	0.00
331.50	24.40	25.30	35.00	7.50	0.00
331.60	24.50	25.40	34.60	7.90	0.00
331.70	24.50	25.40	35.30	7.60	0.00
331.80	24.50	25.30	35.00	7.50	0.00
331.90	24.40	25.30	34.40	7.50	0.00
332.00	24.40	25.30	34.90	7.60	0.00
332.10	24.50	25.30	34.90	7.60	0.00
332.20	24.40	25.30	34.70	7.60	0.00
332.30	24.40	25.30	34.90	7.60	0.00
332.40	24.60	25.40	34.70	7.50	0.00
332.50	24.60	25.30	34.90	8.10	0.00
332.60	24.60	25.30	34.90	7.50	0.00
332.70	24.50	25.30	35.00	7.50	0.00
332.80	24.50	25.30	34.90	7.50	0.00
332.90	24.50	25.30	34.70	7.50	0.00
333.00	24.60	25.30	34.70	7.50	0.00
333.10	24.50	25.30	35.00	8.10	0.00
333.20	24.50	25.30	34.70	7.50	0.00
333.30	24.50	25.40	35.00	7.80	0.00
333.40	24.60	25.50	34.70	7.50	0.00
333.50	24.60	25.50	34.40	8.10	0.00
333.60	24.50	25.40	35.30	7.60	0.00
333.70	24.40	25.10	34.60	7.60	0.00
333.80	24.40	25.10	34.60	7.90	0.00
333.90	24.50	25.30	34.60	7.90	0.00
334.00	24.30	25.20	35.00	7.60	0.00
334.10	24.30	25.20	35.20	7.60	0.00
334.20	24.50	25.40	34.90	7.60	0.00
334.30	24.50	25.30	35.00	6.70	0.00
334.40	24.50	25.30	34.60	7.80	0.00
334.50	24.50	25.30	34.70	7.30	0.00
334.60	24.50	25.30	34.90	7.80	0.00
334.70	24.50	25.30	34.60	7.90	0.00
334.80	24.60	25.30	34.60	7.90	0.00
334.90	24.50	25.20	35.20	7.80	0.00
335.00	24.50	25.20	34.70	8.10	0.00
335.10	24.60	25.30	35.00	8.10	0.00
335.20	24.60	25.30	34.90	7.60	0.00
335.30	24.60	25.30	34.90	7.80	0.00
335.40	24.40	25.30	34.40	8.20	0.00
335.50	24.40	25.30	35.20	7.60	0.00
335.60	24.40	25.30	34.90	7.90	0.00
335.70	24.60	25.30	34.90	7.90	0.00
335.80	24.50	25.30	34.40	7.80	0.00
335.90	24.50	25.30	34.90	7.90	0.00
336.00	24.60	25.30	34.90	7.90	0.00
336.10	24.40	25.30	34.70	7.90	0.00
336.20	24.40	25.30	35.20	7.90	0.00
336.30	24.40	25.40	34.60	7.90	0.00
336.40	24.40	25.20	34.60	7.80	0.00
336.50	24.40	25.20	35.00	8.20	0.00
336.60	24.50	25.40	35.00	8.20	0.00
336.70	24.50	25.40	34.90	7.90	0.00
336.80	24.50	25.40	34.60	7.60	0.00
336.90	24.50	25.30	35.30	7.90	0.00
337.00	24.40	25.40	34.70	7.60	0.00
337.10	24.40	25.40	34.70	7.90	0.00
337.20	24.50	25.20	34.40	7.80	0.00
337.30	24.60	25.30	34.70	8.10	0.00
337.40	24.60	25.30	34.60	8.20	0.00
337.50	24.60	25.30	34.60	8.20	0.00
337.60	24.40	25.30	35.00	8.10	0.00
337.70	24.40	25.30	34.70	7.90	0.00
337.80	24.60	25.30	34.60	7.60	0.00
337.90	24.30	25.30	35.00	7.80	0.00
338.00	24.30	25.30	34.90	8.20	0.00
338.10	24.50	25.40	34.90	8.10	0.00
338.20	24.60	25.40	34.70	7.80	0.00
338.30	24.60	25.40	34.60	8.10	0.00
338.40	24.50	25.30	34.60	8.10	0.00
338.50	24.60	25.30	34.70	7.80	0.00
338.60	24.60	25.30	35.20	8.20	0.00
338.70	24.40	25.40	34.90	8.40	0.00
338.80	24.50	25.50	35.20	8.10	0.00
338.90	24.50	25.50	34.70	8.10	0.00
339.00	24.60	25.30	35.00	7.80	0.00
339.10	24.60	25.40	34.70	7.60	0.00
339.20	24.60	25.40	34.60	8.20	0.00
339.30	24.70	25.40	34.60	8.20	0.00
339.40	24.70	25.40	34.70	7.80	0.00
339.50	24.40	25.40	35.00	8.10	0.00
339.60	24.30	25.40	34.70	7.90	0.00
339.70	24.50	25.30	34.60	7.60	0.00
339.80	24.50	25.30	34.90	8.40	0.00
339.90	24.70	25.40	34.70	7.80	0.00
340.00	24.50	25.40	34.70	8.10	0.00
340.10	24.50	25.40	34.70	8.10	0.00
340.20	24.50	25.30	34.70	8.10	0.00
340.30	24.50	25.30	34.30	7.90	0.00
340.40	24.50	25.30	34.40	7.60	0.00
340.50	24.60	25.40	34.70	8.20	0.00
340.60	24.40	25.30	34.60	7.90	0.00
340.70	24.40	25.30	34.70	8.40	0.00
340.80	24.60	25.40	34.60	7.80	0.00
340.90	24.50	25.30	35.00	7.90	0.00
341.00	24.50	25.30	35.00	8.20	0.00
341.10	24.50	25.40	35.00	8.20	0.00
341.20	24.60	25.40	34.30	8.10	0.00
341.30	24.60	25.40	34.70	8.10	0.00
341.40	24.50	25.30	34.30	7.90	0.00
341.50	24.60	25.30	34.30	8.40	0.00
341.60	24.60	25.30	34.70	8.10	0.00
341.70	24.70	25.40	34.70	8.10	0.00
341.80	24.80	25.60	34.70	7.90	0.00
341.90	24.80	25.60	34.60	8.50	0.00
342.00	24.50	25.40	34.60	8.50	0.00
342.10	24.40	25.30	34.40	8.20	0.00
342.20	24.40	25.30	34.90	8.20	0.00
342.30	24.70	25.50	34.60	7.90	0.00
342.40	24.50	25.30	34.70	8.10	0.00
342.50	24.50	25.30	34.60	8.10	0.00
342.60	24.40	25.30	34.90	8.20	0.00
342.70	24.70	25.50	34.70	7.90	0.00
342.80	24.70	25.50	34.60	8.50	0.00
342.90	24.50	25.30	34.60	8.50	0.00
343.00	24.40	25.40	34.70	8.20	0.00
343.10	24.40	25.40	34.60	8.40	0.00
343.20	24.50	25.50	34.60	8.20	0.00
343.30	24.60	25.40	34.30	8.40	0.00
343.40	24.60	25.40	34.40	7.90	0.00
343.50	24.70	25.60	34.60	8.70	0.00
343.60	24.60	25.50	34.70	8.20	0.00
343.70	24.60	25.50	34.70	8.20	0.00
343.80	24.40	25.40	34.70	8.20	0.00
343.90	24.40	25.50	34.40	8.20	0.00
344.00	24.50	25.50	34.40	8.20	0.00
344.10	24.50	25.50	34.70	8.10	0.00
344.20	24.50	25.40	34.70	8.20	0.00
344.30	24.50	25.40	34.60	8.40	0.00
344.40	24.50	25.40	34.40	8.40	0.00
344.50	24.50	25.40	34.60	8.40	0.00
344.60	24.50	25.40	34.70	8.70	0.00
344.70	24.50	25.50	34.70	8.70	0.00
344.80	24.50	25.40	34.70	8.80	0.00
344.90	24.50	25.40	34.40	8.10	0.00
345.00	24.50	25.40	34.70	8.20	0.00
345.10	24.60	25.60	34.40	8.40	0.00
345.20	24.40	25.40	34.70	8.20	0.00
345.30	24.40	25.40	34.10	8.40	0.00
345.40	24.40	25.50	34.40	8.10	0.00
345.50	24.50	25.40	34.40	8.10	0.00
345.60	24.50	25.40	34.60	8.20	0.00
345.70	24.60	25.40	34.30	8.20	0.00
345.80	24.60	25.50	35.00	8.40	0.00
345.90	24.60	25.50	34.70	8.40	0.00
346.00	24.60	25.40	34.60	8.40	0.00
